model_type,stage,arch,k,lr,wd,asymmetric,n_runs,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,test_subspace_mean,test_subspace_std
spectral,stage2,self_attention,16.0,0.001,0.01,no,24.0,0.12708289517710605,0.10901597949592184,0.041121602058410645,0.31576400995254517,2.452647313475609,0.47640853963676
spectral,stage2,self_attention,16.0,0.001,0.001,no,24.0,0.12714798003435135,0.10909569526558512,0.04115520045161247,0.3161010146141052,2.4522363593180976,0.47674609787129213
spectral,stage2,self_attention,32.0,0.001,0.01,no,24.0,0.1271808451662461,0.10835487819402922,0.042499199509620667,0.3134879767894745,2.4479845811923346,0.4842284516586931
spectral,stage2,self_attention,32.0,0.001,0.001,no,24.0,0.12722459683815637,0.10839186004068922,0.04253759980201721,0.31378698348999023,2.448269640405973,0.48386245773637043
spectral,stage2,self_attention,16.0,0.0005,0.01,no,24.0,0.1276360129316648,0.10898622645941797,0.042392000555992126,0.3128169775009155,2.4526731918255487,0.4748510570388962
spectral,stage2,self_attention,16.0,0.0005,0.001,no,24.0,0.12771087481329838,0.10913150073670587,0.04239999875426293,0.31297001242637634,2.453993792335192,0.47294234384332184
spectral,stage2,self_attention,32.0,0.0005,0.01,no,24.0,0.1286082110988597,0.1092234595813016,0.044833604246377945,0.3139289915561676,2.4499106208483377,0.4791724241088813
spectral,stage2,self_attention,32.0,0.0005,0.001,no,24.0,0.12861778338750204,0.10925426423549847,0.04483199492096901,0.3139580190181732,2.4496172020832696,0.4798999010493747
spectral,stage2,linear_pe,8.0,0.001,0.001,no,12.0,0.12932466653486094,0.11764157789247838,0.03920000046491623,0.35391300916671753,2.593156357606252,0.2318231362668109
spectral,stage2,linear_pe,8.0,0.001,0.01,no,12.0,0.12960949974755445,0.11813527397376766,0.03920000046491623,0.35481297969818115,2.595819135506948,0.22722962549640613
spectral,stage2,linear_pe,16.0,0.001,0.001,no,12.0,0.1313449957718452,0.12128631309761279,0.03920000046491623,0.36349397897720337,2.6199779311815896,0.1854049650267626
spectral,stage2,linear_pe,16.0,0.001,0.01,no,12.0,0.1316052470356226,0.12174370031834376,0.03920000046491623,0.3645099699497223,2.62241264184316,0.18090237719852245
spectral,stage2,linear_pe,32.0,0.001,0.001,no,12.0,0.13198183166484037,0.1225385508316081,0.03920000046491623,0.3686879873275757,2.619259774684906,0.18702064950319386
spectral,stage2,linear_pe,32.0,0.001,0.01,no,12.0,0.13225324638187885,0.12300126165263545,0.03920000046491623,0.36951902508735657,2.6221603552500405,0.1815268744231675
spectral,stage2,linear_pe,8.0,0.0005,0.001,no,12.0,0.13554424978792667,0.12866450579512861,0.03920000046491623,0.3787290155887604,2.6564340591430664,0.11853654098282479
spectral,stage2,linear_pe,8.0,0.0005,0.01,no,12.0,0.13558590846757093,0.12873848304256702,0.03920000046491623,0.3789229691028595,2.6570252974828086,0.11736894482523512
spectral,stage2,linear_pe,16.0,0.0005,0.001,no,12.0,0.1360455770045519,0.12968301716183864,0.03920000046491623,0.3843529522418976,2.666490157445272,0.09895640714793746
spectral,stage2,linear_pe,16.0,0.0005,0.01,no,12.0,0.13605807659526667,0.1297052371959271,0.03920000046491623,0.384399950504303,2.666615108648936,0.09873277685100983
spectral,stage2,linear_pe,32.0,0.0005,0.001,no,12.0,0.13622991430262724,0.1300040599237564,0.03920000046491623,0.38488203287124634,2.6693087021509805,0.09369423968121622
spectral,stage2,linear_pe,32.0,0.0005,0.01,no,12.0,0.13623574562370777,0.13001418160867054,0.03920000046491623,0.38489797711372375,2.669584314028422,0.09326479581472517
spectral,stage1,spectral_linear,8.0,0.01,0.0,no,5.0,0.1406479984521866,0.01633620375032988,0.13136400282382965,0.1693120002746582,1.4879448652267455,0.1081123165759107
spectral,stage1,spectral_linear,50.0,0.01,0.0,no,30.0,0.15968625843524933,0.010533904303665067,0.1487720012664795,0.1847679913043976,1.5382408380508423,0.058183026984566504
digress,other,other,,0.0002,1e-12,no,5.0,0.16685599684715272,0.09884102621308344,0.07999999821186066,0.33768799901008606,1.5024084568023681,0.0879924412663602
spectral,stage1,self_attention,8.0,0.001,0.0,no,5.0,0.1701064020395279,0.045595105069131885,0.13686801493167877,0.24876798689365387,1.738758111000061,0.5639989712189304
spectral,stage1,self_attention,8.0,0.01,0.0,no,5.0,0.17019279599189757,0.045507873195725045,0.1369440108537674,0.24876798689365387,1.7429082155227662,0.5608870469238878
spectral,stage1,self_attention,50.0,0.001,0.0,no,15.0,0.17339439590771993,0.014404489691776167,0.16123199462890625,0.19987601041793823,1.5716693957646688,0.11772476551434591
spectral,stage1,self_attention,50.0,0.01,0.0,no,15.0,0.17342720031738282,0.014300794898471856,0.16135601699352264,0.19988000392913816,1.5715471426645915,0.11803724024782736
spectral,stage1,spectral_linear,8.0,0.001,0.0,no,5.0,0.17790559828281402,0.02783096135665567,0.1562040001153946,0.22233998775482175,1.8575998544692993,0.3222329481119062
spectral,other,spectral_linear,16.0,0.01,0.0,no,3.0,0.19291907052199045,0.12377154864628434,0.04999999701976776,0.2643873393535614,1.9504440228144329,0.5057291316238027
spectral,stage1,spectral_linear,16.0,0.001,0.0,no,5.0,0.2240975946187973,0.014373532199542344,0.21055598556995392,0.24744801223278048,2.3666289329528807,0.17565942338629548
spectral,other,spectral_linear,8.0,0.0001,0.01,no,3.0,0.22921858727931976,0.0,0.22921858727931976,0.22921858727931976,2.045407295227051,0.0
spectral,stage1,spectral_linear,50.0,0.001,0.0,no,36.0,0.22941143562396368,0.03771577785146308,0.18041199445724487,0.2652999758720398,2.2632515827814736,0.38651998636201135
digress,other,other,,0.01,0.0,no,2.0,0.2680000066757202,0.0,0.2680000066757202,0.2680000066757202,2.730254054069519,0.0006060716815866562
spectral,other,spectral_linear,16.0,0.001,0.0001,no,6.0,0.2831592733661334,0.04963345907968853,0.21761642396450043,0.3426220118999481,2.239483873049418,0.008860606191081862
